content,score,Sentimen
"sekarang bukalapak tambah ga jelas.. terlalu lama untuk konfirmasi pembayaran, bahkan kadang sampai kadaluarsa. tidak seperti dulu begitu transfer langsung terkonfirmasi. mode bertanya dengan operator juga di tiadakan, harusnya makin kesini makin bagus pelayanan malah mengecewakan. padahal saya pemakai setia BL. kedepan perlu pertimbangan untuk belanja di BL lagi",1,Negatif
kurang bagus...karena bukalapak tidak bisa membeli voucher game menggunakan via Pulsa kartu hp..seharusnya masukan pembayaran untuk membeli paket data ataupun voucher game menggunakan pulsa hp agar lebih mantap lagi....klau lewat via transfer saja bagaimana orang2 yg gk mampu untuk membayarnya....misalkan yg gk punya ATM/NO Rekening bank...klau bisa sih tambahin untuk pembayaran via pulsanya agr lebih mantap lagi...mksih,1,Negatif
Saya pertama kali pakai BL dan kecewa dengan app ini. Sudah lakukan transaksi namun tidak ada verifikasinya. Herannya nomor tagihan yang sudah keluar tidak dapat ditemukan di histori transaksi saya. Dan pilihan bantuan untuk kompalian ke BL SANGAT TIDAK MEMBANTU! Formulir selalu dikatakan tidak dapat terkirim. Kecewa sekali.,1,Negatif
"Habis di update malah loading terus, lemot, jadi sama sekali ga bisa gunakan. Update: sinyal ok, buka aplikasi sejenis juga lancar saja, cache sudah clear, bl masih juga ga bisa terbuka. Update: Aplikasinya saya download ulang, dan sudah bisa.",4,Positif
sangat baik yg utama saya rasakan adalah kemudahan kita dalam minta bantuan itulah yg saya sangat puaskan..pengunaan aplikasi sangat mudah dan gk ribet.. untuk bantuan konsumen pembeli dn penjual harus da di tempat yg lebih mudah di cari..saya pikir itu saja sih dan bisa kasih fasilitas para pelapak agar menjadi lebih baik...,5,Positif
"dari kemaren malem buka app cuma loading2 aja, kirain karna belum di update tapi setelah di update sama aja, malah bilang kalau koneksi internet gak ada, nyoba buka app lain jalan normal biasa dan ada internet...kalau sampai besok masih kaya gini sih ya terpaksa uninstall...lha gak bisa dibuat buka apa2...isinya cuma bunderan kecil yg muter2 terus...👎",1,Negatif
"Tolong matikan iklan yg tiba² muncul ketika kita mau buka aplikasi lain. masalahnya jadi mengganggu seperti HP kena virus. klo tidak dibuang iklan yg auto, maka dengan terpaksa saya uninstall aplikasi bukalapak.",1,Negatif
"semenjak di update malah jadi menurun, sudah 2 kali pembayaran sy dianggap kadaluarsa, dulu cinta bgt saka BL krn sistem konfirmasi pembayaran tercepat tanpa upload dan ribet2, tapi sekarang sering pending dan kadaluwarsa, tolong perbaiki karna itu sangat sangat menyulitkan kita disaat butuh barang agar cepat sampai",1,Negatif
"Sudah bagus sih, jualan juga gampang. Fiturnya jg mempermudah pelapak. Opsi pengiriman jg banyak dibanding marketplace lain. Cuma 1, tolong dong BL ada live chat nya. Jadi kalau complain apa2 langsung bisa dijawab. Ga harus email dlu, isi form, trus tunggu balesan yg slow respone. Karna kalau ada masalah urgent jd cpt diatasi. Oiya, sama agak lemot sih. kalau buka aplikasi suka sering eror, apalagi mau upload produk susah. Dan kalau bisa pencairan dana ke transfer kita dipercepat dong. thx",4,Positif
Kenapa sekarang gratis ongkirnya malah lebih besar minimal transaksi nya ya.. Da gitu kredit yg didapet pembeli berlaku cepet bgt cuma 7 hari. Ga bisa digabung lagi pembayarannya.  Kaya toko sebelah donk cashback nya ga ada kadaluarsanya uda gitu belanja hargaBarang yg lebih dari saldo kredit bisa di mix.,4,Positif
"aneh aja, setiap mau konfirmasi kode,, gak pernah mauu.. kodenya masuk ke hp, tpi BL selalu bilang kode nya salah... benar2 aneh deh, kenapa ya...?? kan sayang iklannya udah bagus, tpi aplikasinya masih kurang mendukung.. semoga ada perbaikan.. thanks",1,Negatif
"Rada mengecewakan saya top up dan sudah saya bayar tagihannya, saldo di rekning saya otomatis berkurang karena transaksi sukses, tapi di app BL tidak terbaca kalo sudah di bayar, Terus saya coba lagi top up dengan nominal yang berbeda, nah top up yang kedua ini sukses dan terbaca telah di bayar tapi top up saya yang pertama tadi gak tau ngegantung kemana ??? mohon kebijakannya !!!",1,Negatif
Lebih baik dari update sebelumnya (banyak bug nya ketika masuk etalase-force close) masih yg nomer wan dari segi kenyamanan interaksi dengan pelapak (iklan/promo tidak disatukan dengan chat/infomasi pembelian jadi tidak bikin bingung bedakannya). lebih simpel dalam sortasi barang atau pelapak. yg sangat sangat kurang adalah PROMO yg bermanfaat dan komitmen kerjasama yg baik antara BL dan pihak ketiga(pengiriman). Well done.,5,Positif
"saya beli di bukalapak tapi kenapa pesanan ga datang"", seminggu lamanya akhirnya di cancel pesanan saya, terus uang saya di kembalikan kemana? dan yg jadi masalah setelah kejadian ini aplikasi bukalapak ga bisa di buka tiap saya buka jaringan error padahal aplikasi yg lain klo saya buka bisa. tolong donk pencerahannya.",1,Negatif
"- Buka bantuan tidak direspon. Harus telepon CS terus. Tak begitu membantu buka bantuannya. - Harga dan berat barang flashdeal banyak yang 'dinaikin'. Sehingga banyak 'diskon palsu' (meski flashdeal di diskon tp sama kayak belanja biasa krn harga brg dinaikin tinggi) - Stok flashdeal sedikit meskipun harga murah, membuat ""orang yang dapat sedikit = kepuasan pengguna thdp bukalapak jadi sedikit juga"". - Mending adain promo yang dapatnya itu bisa lebih banyak orang.",1,Negatif
"aplikasinya makin mudah dipake. makin friendly UInya. yg dri dulu suka sma ni platform adl selalu ada notif setiap perkembangan proses pengiriman. jdi buyer gaperlu was2. buat program serbu seru juga paling mudah teknisnya dibanding platform laennya, pengembalian uang klo masih meleset juga cepet banget (yg di sebelah pake nunggu, galangsung dibalikin), jdi bisa ikutan lagi di next serbu, good job! minusnya yaa voucher gratis ongkir gabisa digabung sma voucher lainnya. di sebelah bisa digabung.",5,Positif
saya mau ngasih masukan/saran aja buat bukalapak.. 1. pada list transaksi ada baiknya diberikan tanggal supaya buyer bs cek kapan terakhir dia beli barang itu. 2. pemberian waktu pengiriman seller jgn terlalu lama..terutama jika menggunakan expedisi grab/gosend harus dikirim hari itu juga..karena buyer pilih expedisi itu dengan harapan hari itu juga sampai ditangan walaupun ongkirnya mahal. 3. pada pelayanan pickup service knp gak ada metode pembayaran kartu kredit?,2,Negatif
"Terakhir update 27 januari 2019.. yg tdnya semua lancar2 aja malah jadi ga bisa, saldo buka dompet ga muncul, cari barang ga muncul hasilnya, barusan ada update terbaru 29 Januari 2019 malah makin parah.. Fyi, gw pake wifi dengan speed upload 3 Mbps dan speed Download 25 Mbps.. lo itung sendiri dah brp speed realnya... malah di bilang tidak ada koneksi.. uninstall dah.. mending ke rumput sebelah yg warna oren..",1,Negatif
"Menurut pendapat saya aplikasi ini bagus banget. terutama yang saya suka adalah aplikasi ini dibuat oleh anak bangsa, dan fitur yang di berikan sangat membantu masyarakan umkm sampai ke warung-warung. Tapi satu hal yang membuat saya kecewa adalah pada masalah bug atau aplikasi yang error refresh saat sedang melihat2 barang atau saat ingin melakukan pembayaran. Padahal sesi pembayaran adalah sesi paling membutuhkan kecepatan dan kestabilan dalam bertransaksi. Semoga buka lapak makin baik lagi.",2,Negatif
"aplikasi bukalapak ini enak buat belanja online ,tapi di aplikasi ini tuh menurut saya pribadi ribet terutama di pengubahan nomor telepon , saya mau ganti nomor telpon nya tapi di minta nomor telpon yg terdaftar sebelum nya & sedangkan nomor itu udah tidak aktif dan ntah kemana , trs mau ganti ribet jg mana saya gak punya scan rekening nya jadi ribet aja gitu ,semoga nanti bisa di perbarui lagi sistem di situ nya 👍",2,Negatif
"mohon di tindak lanjuti , udah kesel .. mau upload barang kan banyak , sekali bisa bentar lagi upload lagi ga bisa gambar gagal , padahap jaringan bagus , sudah di restart di log out ttp .. dan ini terjadi bukan hanya sekarang saja .. dari dulu saya pengguna bukalapak .. mengoprasikan di hp , tempat , dan komputer yg berbeda tapi kendala nya sama . sekali bisa uplod sekali berikutnya gambar gagal ga bisa di upload dll .. baru beberapa waktu kemudian bisa lagi , baru uplod beberapa gtu lg",2,Negatif
"Kemarin fitur lapak langganan bermasalah. Sekarang sudah bisa tampil, tapi hanya lima pelapak saja, tujuh pelapak langganan saya entah kenapa tidak muncul di daftar dan terpaksa harus buka di dekstop. Sekarang barang favorit malah cuma sepuluh item yg tampil, entah enam puluh daftar barang yang lain kemana hilangnya. Lagi2 hanya bisa dibuka di dekstop. Saran saya, bukalapak tidak perlu banyak2 promo gimmick. Perbaiki dulu keseluruhan sistem layanannya.",2,Negatif
"Sangat merepotkan untuk ganti nomor saja. Nomor udah mati gak bisa dipakai lagi, terus pergi ke menu lupa nomor, malah diminta foto rekening yang dipakai sama akun bersangkutan padahal belum pernah daftar nomor rekening. Dan mau daftar nomor rekening malah pakai kode verifikasi ke nomor yang lama (yang udah tidak aktif lagi), ya jadi mana bisa saya aktifkan nomor rekening. Jadi intinya ya sistemnya menyebalkan, kalau bisa perbaiki sistemnya biar lebih user friendly. Thanks. Uninstal dulu app nya.",1,Negatif
"Diupdate tampilan berubah jadi lemot mau belanja aja ribet! Bukan masalah Cache, sinyal dll semuanya sudah saya cek tidak ada masalah, ini aplikasinya jadi lemot! Tolong jika diupdate jgn jadi mempersulit belanja.",1,Negatif
"bukalapak itu aplikasi e-commerce pertama yg saya download untuk belanja online, dan setelah mencoba aplikasi yg lain banyak keunggulan dari bukalapak di banding aplikasi benjol yg lain.. aplikasi ini ringan, user friendly, mudah sekali penggunaannya, fitur yg sering digunakan langsung tampil di halaman muka/beranda itu sangat membantu sekali, pengecekan ongkir bisa langsung dilihat di layar awal sungguh memudahkan, kemudian fitur nego sangat menyenangkan. execelent application!",5,Positif
"awalnya antusias install ini mau beli beberapa barang, tp setiap klik menu yg saya pilih loadingnya lama. Saya kira internet yg tidak stabil, tp saat saya coba jalankan aplikasi belanja online lainnya lancar aja. Setiap coba serbu, error terus utk dapat va nya aja",2,Negatif
"semua pelayanan dan interface aplikasi sudah bagus.. tapi timbul masalah lain, hilangnya ""fitur"" buka dompet. pada saat ingin melakukan topup saldo tidak ada pilihan buka dompet. yang ada hanya topup DANA dan BL CREDITS. dimana saldo ke 2 pilihan tersebut tidak dapat di cairkan. di keterangan fitur DANA dijelaskan bahwa saldo dapat di cairkan, tapi saat ingin melakukan pencairan DANA. malah tidak bisa karena masih ""segera"". bagi saya sebagai konsumen kecil, ini seperti penipuan berkedok top up.",1,Negatif
"mengapa ikut harbolnas membayar melalui buka dompet sangat susah sekali? biasanya langsung otomatis, saya coba dengan pilih ""lanjutkan pembayaran"" malah keluar pesan ""state transisi tidak valid"". mohon infonya, terimakasih.",4,Positif
"Bukalapak makin update , makin ga beres , koneksi saya bagus wifi kenceng tulisanmu koneksi down cobalagi terus,menjengkelkan! pas saya buka tokosebelah dengan koneksi saya ga ada masalah, kalau begini terus siap2 saja BL kalah saing dan pelangganny pada pindah ke toko sebelah trims..",1,Negatif
"Sudah update, sempat bisa ikut program serbu, eh tiba-tiba belakangan jadi tidak bisa. Setiap diklik pada tautan serbu notifikasinya: fitur tidak aktif. Padahal ketika masuk ke google play store, tidak ada update lagi alias aplikasinya memang sudah yang terbaru. E-mail promosi serbu dan notifikasi masuk terus. Jadi Bukalapak ini niat apa nggak sih bikin promo Serbu buat para pengguna aplikasi?",2,Negatif
"aplikasi lengkap dalam menyediakan pilihan fitur seperti gratis ongkir perwilayah,.pilihan kurir yg sangat variatif karena kedua hal penting dalam jualan brg yg harus kirim dgn berat kubikasi khusus jarak jauh..karena ongkir untuk brg seperti sepeda / atau brg lebih besar selalu dan sering terbentur ONGKIR",5,Positif
"Pada dasarnya baik, karena menjadi sarana perantara yg cukup profesional & berintegritas. Kalaupun ada hal yg tidk sesuai keinginan/pesanan, itu bagian dari dinamika belanja secara online, sebab barang hanya bisa dilihat secara kasat pada gambar.",5,Positif
"saya tidak suka aplikasi bukalapak. Tampilan antarmuka yg menarik dl & banyak promo memang jadi keunggulannya. Namun, pihak pemeliharaan server oleh developer masih tergolong sangat buruk. Sering terjadi lag pada aplikasi. Sulitnya mencari driver ojek online untuk kurir barang. Sistem review produk yang tidak ekspresif menjadi kelemahan kecil lain yang harus segera di perbaiki. Masih banyak aplikasi belanja online lain yang lebih baik & bisa dijadikan contoh untuk bukalapak berkembang kedepannya",2,Negatif
"Aplikasi kurang berkualitas,tidak ada bedanya dengan aplikasi sebelah. Error terus,padahal internet lancar,bisa pake Youtube 7 hari 7 malam. Dikit"" error,server tidak berkualitas,dan aplikasi tidak berkualitas,buat refresh apps aja hrs restart HP dulu.",1,Negatif
"Anehh.. ketika saya memasukan keranjang koneksi cepat. ketika saya udah transfer sesuai nominal,paling lambat konfirmasi 30 menit...dan say tunggu saya cek konfirmasi koneksi tidak bisa. (pdahal menggunakan wifi)... parahnya lagi aku uninstal -> download ->aku masuk melalu facebook tidak bisa.. bagaimana dengan hal ini.. uang sudah masuk",1,Negatif
"1. Belanja 3 item di pelapak yg sama tujuan sama tapi di kenakan 3 x ongkir sesuai jumlah item. Harga ongkir lebih mahal dari barangnya. 2. Admin seakan lepas tangan ketika pengiriman super lambat. Tujuan ke kota yg sama dg pelapak, udah seminggu lebih barang belum saya terima. Tolong di perbaiki kerjasama dg pihak jasa pengirimannya. Saya sangat kecewa",2,Negatif
Untuk admin buka lapak.. Kenapa ya akunku gak bisa masuk masuk??selalu tdk terhubung dg koneksi..untuk data internet aman2 saja..padahal mau menyelesaikan transaksi..dan saya sebagai pembeli..dan saya sudah lupa akunnya buat masuk..,4,Positif
"Banyak yg bilang FlashDeal-nya seperti jin. Dlm hitungan detik, barang lenyap. Memang benar, seperti lampu flash kamera dslr yg cuma seper sekian detik yg sangat sulit dijangkau kecepatan tangan manusia. Super sekali.... 5bintang ke 1bintang",2,Negatif
"Bagus sih, tapi sayang, setiap flash deal tidak pernah ada yg nyangkut, sekian banyak flash deal, tidak satu pun di dapat, walau selalu di pantengin aplikasi, tetep aja ga bisa dapat, ga tau mesti gimana, sinyal, hp, smua ok, tapi tetep aja loading doang dan hasil selalu nihil",5,Positif
Sejak pembaharuan Penampilan pencarian barang Di android jadi tidak luass karna satu baris satu iklan. Tidak terlihat produk terjual dan tidak terlihat peminat nya oleh calon pembeli. Tolong Diperbaiki lagi..,1,Negatif
"Kenapa setelah di perbarui, saya jd tidak bisa ikut flashdeal tulisannya maaf waktu flashdeal telah selesai. Padahal baru mulai,,, padahal seblum nya saya lancar bgt beli di flashdeal, kecewa.. Masih blum bs yaa kak.?? Saya jd terganggu bgt mau ikutan flashdeal.. 😭 Saya mau bukalapak yg dulu",2,Negatif
dulu aq sangat senang buka aplikasi BL karena suka banyak diskon dan promo tp sekarang..males.bosen dan bikin kesel.karena aplikasi yg di perbaharui sekarang suka lelet.lemot.kayak siput mabuk..tolong di perbaiki...dan kalau gak bisa di perbaiki alangkah baiknya setiap promo atau diskon persyaratannya gak usah melalui aplikasi terbaru..tapi aplikasi yg lawas juga bisa...trims,1,Negatif
"Sudah transfer via BCA virtual acount, transaksi kadaluarsa, padahal sudah transfer, saldo di rekening BCA sudah terpotong, beberapa kali komplain, suruh nunggu terus, sekarang sudah lebih dari 2x24 jam, tiap komplain jawaban seperti itu saja, lebih baik belanja di Tokopedia, lebih amanah.",1,Negatif
"Sangat kecewa, daftar pelapak langganan ga ada yg tersimpan padahal saya udah langganan ke banyak lapak dan pas di cek di daftar langganan malah tidak ada listnya, tolong diperbaiki dan tolong pindahkan menu pelapak langganan di home screen satukan 1 kolom dengan flash sale, gratis ongkir dll, jika masalah sudah teratasi bintang saya naikkan lagi. Terimakasih",1,Negatif
