content,score,Sentimen,lowerCase,text_StopWord,text_tokens,text_stemindo
"Saya heran sama ini aplikasi, saya mau upload2 jual barang kok kayanya susahhh bgt. Saya udah upload 4 foto, udah atur semua dr harga, berat, varian, deskripsi, ekspedisi, setelah di upload yg tampil hanya 1 foto udh gitu miring dan sm sekali gak ada fitur edit foto (crop, brightness). Sorry to say kalo saya bandingkan dengan Tokopedia yg semuanya gampang, fitur lengkap dan mudah dipahami.",1,0,saya heran sama ini aplikasi saya mau upload jual barang kok kayanya susahhh bgt saya udah upload  foto udah atur semua dr harga berat varian deskripsi ekspedisi setelah di upload yg tampil hanya  foto udh gitu miring dan sm sekali gak ada fitur edit foto crop brightness sorry to say kalo saya bandingkan dengan tokopedia yg semuanya gampang fitur lengkap dan mudah dipahami,heran aplikasi upload jual barang kayanya susahhh bgt udah upload foto udah atur harga berat varian deskripsi ekspedisi upload tampil foto gitu miring fitur edit foto crop brightness sorry to say kalo bandingkan tokopedia gampang fitur lengkap mudah dipahami,"['heran', 'aplikasi', 'upload', 'jual', 'barang', 'kayanya', 'susahhh', 'bgt', 'udah', 'upload', 'foto', 'udah', 'atur', 'harga', 'berat', 'varian', 'deskripsi', 'ekspedisi', 'upload', 'tampil', 'foto', 'gitu', 'miring', 'fitur', 'edit', 'foto', 'crop', 'brightness', 'sorry', 'to', 'say', 'kalo', 'bandingkan', 'tokopedia', 'gampang', 'fitur', 'lengkap', 'mudah', 'dipahami']",heran aplikasi upload jual barang kaya susahhh bgt udah upload foto udah atur harga berat varian deskripsi ekspedisi upload tampil foto gitu miring fitur edit foto crop brightness sorry to say kalo banding tokopedia gampang fitur lengkap mudah paham
"aplikasi sudah sangat baik, mohon untuk ditingkatkan sistem keamanannya terutama saat verifikasi akun. seharusnya verifikasi diprioritaskan ke email karena no handphone mudah hilang dan ganti sedangkan email mungkin hanya pengguna saja yg tau username dan password nya. dan untuk pengajuan ganti nomor hp yg hilang pun agak susah karena harus mengisi beberapa form2 dan memenuhi persyaratan2 lampiran.",1,0,aplikasi sudah sangat baik mohon untuk ditingkatkan sistem keamanannya terutama saat verifikasi akun seharusnya verifikasi diprioritaskan ke email karena no handphone mudah hilang dan ganti sedangkan email mungkin hanya pengguna saja yg tau username dan password nya dan untuk pengajuan ganti nomor hp yg hilang pun agak susah karena harus mengisi beberapa form dan memenuhi persyaratan lampiran,aplikasi mohon ditingkatkan sistem keamanannya verifikasi akun verifikasi diprioritaskan email no handphone mudah hilang ganti email pengguna tau username password pengajuan ganti nomor hp hilang susah mengisi form memenuhi persyaratan lampiran,"['aplikasi', 'mohon', 'ditingkatkan', 'sistem', 'keamanannya', 'verifikasi', 'akun', 'verifikasi', 'diprioritaskan', 'email', 'no', 'handphone', 'mudah', 'hilang', 'ganti', 'email', 'pengguna', 'tau', 'username', 'password', 'pengajuan', 'ganti', 'nomor', 'hp', 'hilang', 'susah', 'mengisi', 'form', 'memenuhi', 'persyaratan', 'lampiran']",aplikasi mohon tingkat sistem aman verifikasi akun verifikasi prioritas email no handphone mudah hilang ganti email guna tau username password aju ganti nomor hp hilang susah isi form penuh syarat lampir
"belanja onlen jd mudah . update tracking nya juga aktual ga trlalu lama kaya aplikasi sebelah, harganya jg dominan lebih murah. over all lumayan lengkap dari semua yg saya perlukan selama ini, ada. manteb",5,1,belanja onlen jd mudah  update tracking nya juga aktual ga trlalu lama kaya aplikasi sebelah harganya jg dominan lebih murah over all lumayan lengkap dari semua yg saya perlukan selama ini ada manteb,belanja onlen jd mudah update tracking aktual trlalu kaya aplikasi sebelah harganya dominan murah over all lumayan lengkap perlukan manteb,"['belanja', 'onlen', 'jd', 'mudah', 'update', 'tracking', 'aktual', 'trlalu', 'kaya', 'aplikasi', 'sebelah', 'harganya', 'dominan', 'murah', 'over', 'all', 'lumayan', 'lengkap', 'perlukan', 'manteb']",belanja onlen jd mudah update tracking aktual trlalu kaya aplikasi belah harga dominan murah over all lumayan lengkap perlu manteb
"UI aplikasinya paling enak diliat, tidak ribet dibanding aplikasi lain Utk User, selama kita tau sistem dan kentetuan dari Aplikasi (Bukalapak), Penjual (Seller) dan pihak kurir (Lokasi pengirim dan penerima), Pasti aman. Diliat juga Deskripsi nya. Thanks BUKALAPAK 👍👍",5,1,ui aplikasinya paling enak diliat tidak ribet dibanding aplikasi lain utk user selama kita tau sistem dan kentetuan dari aplikasi bukalapak penjual seller dan pihak kurir lokasi pengirim dan penerima pasti aman diliat juga deskripsi nya thanks bukalapak ,ui aplikasinya enak diliat ribet dibanding aplikasi user tau sistem kentetuan aplikasi bukalapak penjual seller kurir lokasi pengirim penerima aman diliat deskripsi thanks bukalapak,"['ui', 'aplikasinya', 'enak', 'diliat', 'ribet', 'dibanding', 'aplikasi', 'user', 'tau', 'sistem', 'kentetuan', 'aplikasi', 'bukalapak', 'penjual', 'seller', 'kurir', 'lokasi', 'pengirim', 'penerima', 'aman', 'diliat', 'deskripsi', 'thanks', 'bukalapak']",ui aplikasi enak liat ribet banding aplikasi user tau sistem kentetuan aplikasi bukalapak jual seller kurir lokasi kirim terima aman liat deskripsi thanks bukalapak
Belanja jadi lebih mudah.....tapi untuk pelapak yg gak bisa mengirimkan barang yg di order sebaiknya di tutup saja dengan mitra BL karena sdh tdk bisa berkomitmen...pembeli jadi kehilangan waktu harus order di lapak lain lagi....( saran saja ) dan untuk pelapak yg meragukan dengan discount gak wajar blacklist saja...biar pembeli tdk tertipu.. Dan di BL terlalu lama konfirmasi ke pelapak.. Seharusnya 1x24 jam tdk bisa kirim... Otomatis dana kembali ke akun.,5,1,belanja jadi lebih mudahtapi untuk pelapak yg gak bisa mengirimkan barang yg di order sebaiknya di tutup saja dengan mitra bl karena sdh tdk bisa berkomitmenpembeli jadi kehilangan waktu harus order di lapak lain lagi saran saja  dan untuk pelapak yg meragukan dengan discount gak wajar blacklist sajabiar pembeli tdk tertipu dan di bl terlalu lama konfirmasi ke pelapak seharusnya x jam tdk bisa kirim otomatis dana kembali ke akun,belanja mudahtapi pelapak mengirimkan barang order tutup mitra bl sdh berkomitmenpembeli kehilangan order lapak saran pelapak meragukan discount wajar blacklist sajabiar pembeli tertipu bl konfirmasi pelapak jam kirim otomatis dana akun,"['belanja', 'mudahtapi', 'pelapak', 'mengirimkan', 'barang', 'order', 'tutup', 'mitra', 'bl', 'sdh', 'berkomitmenpembeli', 'kehilangan', 'order', 'lapak', 'saran', 'pelapak', 'meragukan', 'discount', 'wajar', 'blacklist', 'sajabiar', 'pembeli', 'tertipu', 'bl', 'konfirmasi', 'pelapak', 'jam', 'kirim', 'otomatis', 'dana', 'akun']",belanja mudahtapi lapak kirim barang order tutup mitra bl sdh berkomitmenpembeli hilang order lapak saran lapak ragu discount wajar blacklist sajabiar beli tipu bl konfirmasi lapak jam kirim otomatis dana akun
"E commerce yg ini hampir sudah tidak ada nilai tambahnya. Super nego skrg sudah tdk bs dipake (percuma, harganya tetap segitu ga bisa turun). Ongkir bahkan di mark up, bisa naek sampe Rp1500 dari tarif resmi kurirnya (ini msh di luar asuransi). Pernah komplain ttg transaksi, disuruh tunggu 24 jam tau2 langsung dianggap masalah sudah selesai. Aplikasi sangat ngelag dibanding e commerce yg lain, pernah komplain, dibilang gara2 cache HP dan sinyal, pdhl aplikasi e commerce lain lancar di HP yg sama",1,0,e commerce yg ini hampir sudah tidak ada nilai tambahnya super nego skrg sudah tdk bs dipake percuma harganya tetap segitu ga bisa turun ongkir bahkan di mark up bisa naek sampe rp dari tarif resmi kurirnya ini msh di luar asuransi pernah komplain ttg transaksi disuruh tunggu  jam tau langsung dianggap masalah sudah selesai aplikasi sangat ngelag dibanding e commerce yg lain pernah komplain dibilang gara cache hp dan sinyal pdhl aplikasi e commerce lain lancar di hp yg sama,e commerce nilai super nego skrg dipake harganya segitu turun ongkir mark up naek sampe rp tarif resmi kurirnya msh asuransi komplain ttg transaksi disuruh tunggu jam tau langsung dianggap selesai aplikasi ngelag dibanding e commerce komplain dibilang gara cache hp sinyal pdhl aplikasi e commerce lancar hp,"['e', 'commerce', 'nilai', 'super', 'nego', 'skrg', 'dipake', 'harganya', 'segitu', 'turun', 'ongkir', 'mark', 'up', 'naek', 'sampe', 'rp', 'tarif', 'resmi', 'kurirnya', 'msh', 'asuransi', 'komplain', 'ttg', 'transaksi', 'disuruh', 'tunggu', 'jam', 'tau', 'langsung', 'dianggap', 'selesai', 'aplikasi', 'ngelag', 'dibanding', 'e', 'commerce', 'komplain', 'dibilang', 'gara', 'cache', 'hp', 'sinyal', 'pdhl', 'aplikasi', 'e', 'commerce', 'lancar', 'hp']",e commerce nilai super nego skrg dipake harga segitu turun ongkir mark up naek sampe rp tarif resmi kurir msh asuransi komplain ttg transaksi suruh tunggu jam tau langsung anggap selesai aplikasi ngelag banding e commerce komplain bilang gara cache hp sinyal pdhl aplikasi e commerce lancar hp
"Dulu bagus sistemnya...pngalaman pertama beli online sangat memuaskan. Tapi setelah pernah komplain karena masalah pengiriman barang karena ga nyampe, eee sekarang saya tidak bisa memberikan laporan sudah terima barang/komplain lagi. Setiap buka transaksi pembelian yang sedang berlangsung maka otomatis langsung kembali k fitur awal bila digeser ke bawah.",4,1,dulu bagus sistemnyapngalaman pertama beli online sangat memuaskan tapi setelah pernah komplain karena masalah pengiriman barang karena ga nyampe eee sekarang saya tidak bisa memberikan laporan sudah terima barangkomplain lagi setiap buka transaksi pembelian yang sedang berlangsung maka otomatis langsung kembali k fitur awal bila digeser ke bawah,bagus sistemnyapngalaman beli online memuaskan komplain pengiriman barang nyampe eee laporan terima barangkomplain buka transaksi pembelian otomatis langsung k fitur digeser,"['bagus', 'sistemnyapngalaman', 'beli', 'online', 'memuaskan', 'komplain', 'pengiriman', 'barang', 'nyampe', 'eee', 'laporan', 'terima', 'barangkomplain', 'buka', 'transaksi', 'pembelian', 'otomatis', 'langsung', 'k', 'fitur', 'digeser']",bagus sistemnyapngalaman beli online muas komplain kirim barang nyampe eee lapor terima barangkomplain buka transaksi beli otomatis langsung k fitur geser
"Sampai detik ini si saya blom ada kendala berarti saat belenja di BL , Hanya saja kalo bisa app nya di buat lebih ringan, karena ada beberapa fitur yang susah di buka seperti buka reksa yg kadang2 sangat lama bukanya atau fitur potong dan lain2 malah blenk padahal koneksi saya ga bermasalah ... itu aja si semoga di dengar..",5,1,sampai detik ini si saya blom ada kendala berarti saat belenja di bl  hanya saja kalo bisa app nya di buat lebih ringan karena ada beberapa fitur yang susah di buka seperti buka reksa yg kadang sangat lama bukanya atau fitur potong dan lain malah blenk padahal koneksi saya ga bermasalah  itu aja si semoga di dengar,detik si kendala belenja bl kalo app ringan fitur susah buka buka reksa kadang bukanya fitur potong blenk koneksi bermasalah si semoga dengar,"['detik', 'si', 'kendala', 'belenja', 'bl', 'kalo', 'app', 'ringan', 'fitur', 'susah', 'buka', 'buka', 'reksa', 'kadang', 'bukanya', 'fitur', 'potong', 'blenk', 'koneksi', 'bermasalah', 'si', 'semoga', 'dengar']",detik si kendala belenja bl kalo app ringan fitur susah buka buka reksa kadang buka fitur potong blenk koneksi masalah si moga dengar
"Tolong dong aplikasinya lebih ditingkat lagi untuk kualitas kepengguna akun, karena terus terang, hp sy jadul android marsmallow, jadi kalo sy belum perbarui aplikasinya, jika sy belanja tidak bisa transaksi jadi harus diperbarui, tapi ketika sy perbarui aplikasinya, bisa transaksi tp tidak bisa konfirmasi terima barang,,, sy sudh senang belanja disini dengan mudah cuma memang itu kendalanya gak kompetible sama android yg lama, mohon masukannya... Terima Kasih",5,1,tolong dong aplikasinya lebih ditingkat lagi untuk kualitas kepengguna akun karena terus terang hp sy jadul android marsmallow jadi kalo sy belum perbarui aplikasinya jika sy belanja tidak bisa transaksi jadi harus diperbarui tapi ketika sy perbarui aplikasinya bisa transaksi tp tidak bisa konfirmasi terima barang sy sudh senang belanja disini dengan mudah cuma memang itu kendalanya gak kompetible sama android yg lama mohon masukannya terima kasih,tolong aplikasinya ditingkat kualitas kepengguna akun terang hp sy jadul android marsmallow kalo sy perbarui aplikasinya sy belanja transaksi diperbarui sy perbarui aplikasinya transaksi konfirmasi terima barang sy sudh senang belanja mudah kendalanya kompetible android mohon masukannya terima kasih,"['tolong', 'aplikasinya', 'ditingkat', 'kualitas', 'kepengguna', 'akun', 'terang', 'hp', 'sy', 'jadul', 'android', 'marsmallow', 'kalo', 'sy', 'perbarui', 'aplikasinya', 'sy', 'belanja', 'transaksi', 'diperbarui', 'sy', 'perbarui', 'aplikasinya', 'transaksi', 'konfirmasi', 'terima', 'barang', 'sy', 'sudh', 'senang', 'belanja', 'mudah', 'kendalanya', 'kompetible', 'android', 'mohon', 'masukannya', 'terima', 'kasih']",tolong aplikasi tingkat kualitas guna akun terang hp sy jadul android marsmallow kalo sy baru aplikasi sy belanja transaksi baru sy baru aplikasi transaksi konfirmasi terima barang sy sudh senang belanja mudah kendala kompetible android mohon masuk terima kasih
Cashbacknya berupa credit atau pinjaman .jadi bukan untuk kita.karena kalo credit atau bonusnya dipake nantinya dipotong otomatis saldo kita pas transaksi pada tanggal jatuh tempo. Jadi itu bukan bonus bos ku bukalapak. Itu namanya ngasih pinjaman. Kaya toko sebelah dong ngasih cashbak nya. Ga ditarik lagi.,1,0,cashbacknya berupa credit atau pinjaman jadi bukan untuk kitakarena kalo credit atau bonusnya dipake nantinya dipotong otomatis saldo kita pas transaksi pada tanggal jatuh tempo jadi itu bukan bonus bos ku bukalapak itu namanya ngasih pinjaman kaya toko sebelah dong ngasih cashbak nya ga ditarik lagi,cashbacknya credit pinjaman kitakarena kalo credit bonusnya dipake dipotong otomatis saldo pas transaksi tanggal jatuh tempo bonus bos ku bukalapak namanya ngasih pinjaman kaya toko sebelah ngasih cashbak ditarik,"['cashbacknya', 'credit', 'pinjaman', 'kitakarena', 'kalo', 'credit', 'bonusnya', 'dipake', 'dipotong', 'otomatis', 'saldo', 'pas', 'transaksi', 'tanggal', 'jatuh', 'tempo', 'bonus', 'bos', 'ku', 'bukalapak', 'namanya', 'ngasih', 'pinjaman', 'kaya', 'toko', 'sebelah', 'ngasih', 'cashbak', 'ditarik']",cashbacknya credit pinjam kitakarena kalo credit bonus dipake potong otomatis saldo pas transaksi tanggal jatuh tempo bonus bos ku bukalapak nama ngasih pinjam kaya toko belah ngasih cashbak tarik
"Sangat membantu terimakasih bukalapak.. Tolong perbaiki kolom komplain dan claim yang sangat tidak memudahkan yang seharusnya sekalik ketik dan klik jadi berulang"".. Apa lagi selalu hank saat input foto yang bisa berkali seperti app belum siap terbit..",2,0,sangat membantu terimakasih bukalapak tolong perbaiki kolom komplain dan claim yang sangat tidak memudahkan yang seharusnya sekalik ketik dan klik jadi berulang apa lagi selalu hank saat input foto yang bisa berkali seperti app belum siap terbit,membantu terimakasih bukalapak tolong perbaiki kolom komplain claim memudahkan sekalik ketik klik berulang hank input foto berkali app terbit,"['membantu', 'terimakasih', 'bukalapak', 'tolong', 'perbaiki', 'kolom', 'komplain', 'claim', 'memudahkan', 'sekalik', 'ketik', 'klik', 'berulang', 'hank', 'input', 'foto', 'berkali', 'app', 'terbit']",bantu terimakasih bukalapak tolong baik kolom komplain claim mudah sekalik ketik klik ulang hank input foto kali app terbit
"Makin mantap saja ini BukaLapak, semua sistem simple dan ga banyak berubah tempat menu'nya dan strategis jadi ga akan pernah kebingungan pakenya, meski menu ga banyak berubah fiturnya makin meningkat dong pastinya. Dan yg penting jalanin aplikasinya lancar ga berjeda. Ga kaya tempat sebelah sering terjeda bikin emosi'an, yg warna orange ituh",5,1,makin mantap saja ini bukalapak semua sistem simple dan ga banyak berubah tempat menunya dan strategis jadi ga akan pernah kebingungan pakenya meski menu ga banyak berubah fiturnya makin meningkat dong pastinya dan yg penting jalanin aplikasinya lancar ga berjeda ga kaya tempat sebelah sering terjeda bikin emosian yg warna orange ituh,mantap bukalapak sistem simple berubah menunya strategis kebingungan pakenya menu berubah fiturnya meningkat pastinya jalanin aplikasinya lancar berjeda kaya sebelah terjeda bikin emosian warna orange ituh,"['mantap', 'bukalapak', 'sistem', 'simple', 'berubah', 'menunya', 'strategis', 'kebingungan', 'pakenya', 'menu', 'berubah', 'fiturnya', 'meningkat', 'pastinya', 'jalanin', 'aplikasinya', 'lancar', 'berjeda', 'kaya', 'sebelah', 'terjeda', 'bikin', 'emosian', 'warna', 'orange', 'ituh']",mantap bukalapak sistem simple ubah menu strategis bingung pakenya menu ubah fiturnya tingkat pasti jalanin aplikasi lancar jeda kaya belah jeda bikin emosi warna orange ituh
"Bukalapak sekarang sangat mengecewakan, banyak menu2 yg hilang/tidak ada lagi (contoh menu ""estimasi ongkos kirim) gambar/foto produk yg ditawarkan tdk bisa diperbesar. Terpaksa pindah saja ke lain hati. Rating sy turunkan dari bintang 4 menjadi 2 bintang saja. Ternyata BL yg ter update di gadget sy yg versi beta. Skr sdh versi yg full, sehingga saya dpt memantau ongkir spt yg sy inginkan. Dengan terpaksa sy kembali lagi HANYA menggunakan BL jika saya belanja2 via OL, krn BL sangat friendly pol",2,0,bukalapak sekarang sangat mengecewakan banyak menu yg hilangtidak ada lagi contoh menu estimasi ongkos kirim gambarfoto produk yg ditawarkan tdk bisa diperbesar terpaksa pindah saja ke lain hati rating sy turunkan dari bintang  menjadi  bintang saja ternyata bl yg ter update di gadget sy yg versi beta skr sdh versi yg full sehingga saya dpt memantau ongkir spt yg sy inginkan dengan terpaksa sy kembali lagi hanya menggunakan bl jika saya belanja via ol krn bl sangat friendly pol,bukalapak mengecewakan menu hilangtidak contoh menu estimasi ongkos kirim gambarfoto produk ditawarkan diperbesar terpaksa pindah hati rating sy turunkan bintang bintang bl ter update gadget sy versi beta sdh versi full dpt memantau ongkir spt sy terpaksa sy bl belanja via ol krn bl friendly pol,"['bukalapak', 'mengecewakan', 'menu', 'hilangtidak', 'contoh', 'menu', 'estimasi', 'ongkos', 'kirim', 'gambarfoto', 'produk', 'ditawarkan', 'diperbesar', 'terpaksa', 'pindah', 'hati', 'rating', 'sy', 'turunkan', 'bintang', 'bintang', 'bl', 'ter', 'update', 'gadget', 'sy', 'versi', 'beta', 'sdh', 'versi', 'full', 'dpt', 'memantau', 'ongkir', 'spt', 'sy', 'terpaksa', 'sy', 'bl', 'belanja', 'via', 'ol', 'krn', 'bl', 'friendly', 'pol']",bukalapak kecewa menu hilangtidak contoh menu estimasi ongkos kirim gambarfoto produk tawar besar paksa pindah hati rating sy turun bintang bintang bl ter update gadget sy versi beta sdh versi full dpt pantau ongkir spt sy paksa sy bl belanja via ol krn bl friendly pol
